  -3.6129815416098324E-003   2.5397557142621255E-003  -1.4787384512820389E-003  -7.5917758783758220E-004
  -3.6129816217251795E-003   2.5397557706063477E-003   1.4787384840785963E-003  -7.5917760468127509E-004
  -2.7242587976119427E-008   1.6845948738937459E-008  -2.1067689244388071E-010  -3.4676462049164643E-009
  -2.7242587390601017E-008   1.6845948377142390E-008   2.1067688588157810E-010  -3.4676461307021668E-009
  -1.3855256289503941E-002   9.7224332248040495E-003  -6.3755448997860628E-003  -2.8969210124851264E-003
  -1.7896186570937864E-002   1.2573358393137965E-002  -8.0894674811784872E-003  -3.7431996501758008E-003
  -4.1145044390865455E-003   2.4187793589760531E-003  -1.2687549165863326E-005  -4.0542254965788535E-004
  -1.5350775152776911E-002   1.1095309152773885E-002  -7.2173597554431356E-003  -3.4418907577419455E-003
  -8.5746744243989544E-003   5.5718424060218780E-003  -2.1095152356492646E-003  -1.3720588653400058E-003
  -1.1826114632751237E-002   8.1948722448622283E-003  -4.6902848367067779E-003  -2.3692316601449698E-003
  -2.6784226274855485E-003   2.0353593256299059E-003  -1.8029742601509350E-003  -7.1379088236726265E-004
   1.8074819893027878E-003  -1.0461443375897510E-003   2.4425272138915672E-004   1.6361569766156864E-004
   1.1519776911953856E-003  -7.8817850836019969E-004   1.8957100478462591E-004   2.2139382509701763E-004
   1.5174831246342305E-003  -1.0575000016103755E-003   7.8160634736461603E-004   3.1097439956942854E-004
  -9.9163606769487617E-003   7.0212967248153091E-003  -4.9934130800951843E-003  -2.1559074747288390E-003
  -9.8412042718481812E-004   5.9227987388429286E-004  -3.3782317389523828E-004  -1.0537602003370103E-004
  -7.3205382425585459E-003   4.9749052112887790E-003  -2.7914893460545993E-003  -1.3672879777337306E-003
   1.3266052439410458E-003  -9.1740263587867382E-004   6.9443075668242386E-004   2.6315704111048787E-004
   7.0363881387692378E-004  -4.7748255717812167E-004   3.1788323090527762E-004   1.3022811303541553E-004
   1.0869064288314932E-003  -6.7611365257660072E-004   1.1592835439112817E-004   1.4184943094548041E-004
   1.1909593309982027E-003  -9.5212331603615539E-004   9.5658866089482527E-004   3.6269383922917729E-004
